q1,q2,q3,xe,ye,thetae
2.34,-0.72,0,-103.21,353.09,92.82
2.62,-2.54,1,78.14,189.82,61.88
2.21,-0.34,1,-241.11,263.43,164.44
1.4,-1.17,0,275.25,187.38,13.18
1.92,-0.4,-1,74.94,316.58,29.79
0.49,-2.66,-1,-88.56,-42.48,-181.63
0.29,-0.26,0,384.45,44.97,1.72
2.29,-2.57,0,164.23,25.95,-16.04
1.24,-1.98,0,234.23,-52.36,-42.4
0.77,-1.24,-1,222.31,-97.72,-84.22
0.09,-1.37,1,291.68,-148.78,-16.04
0.95,-2.41,0,104.37,-152.66,-83.65
1.5,-0.28,1,-24.72,355.31,127.2
2.84,-1.68,0,-20.3,276.98,66.46
2.9,-1.18,0,-164.87,288.21,98.55
1.26,-2.91,1,132.96,-84.49,-37.24
0.31,-2.17,0,49.65,-209.54,-106.57
0.12,-1.24,-1,117.84,-212.33,-121.47
2.58,-1.31,-1,53.77,228.07,15.47
2.93,-0.78,1,-328.25,135.01,180.48
2.31,-2.84,0,136.75,-35.37,-30.37
2.65,-1.88,-1,105.3,122.22,-13.18
0.37,-3.07,1,-13.08,-137.47,-97.4
1.6,-0.61,0,138.86,347.31,56.72
0.54,-0.17,-1,337.75,37.26,-36.1
2.38,-2.01,-1,132.16,60.13,-36.1
2.93,-1.5,-1,9.31,210.21,24.64
0.56,-2.18,1,209.55,-136.32,-35.52
1.79,-2.54,1,192.81,70.44,14.32
1.25,-1.68,-1,177.4,-59.54,-81.93
0.16,-2.51,-1,-90.2,-44.88,-191.94
2.03,-2.79,1,162.88,57.87,13.75
2.05,-2.86,0,119.33,-72.96,-46.41
1.93,-2.79,-1,2.04,-101.42,-106.57
1.44,-0.75,1,101.76,340.72,96.83
2.84,-2.14,1,-41.45,251.28,97.4
2.6,-0.54,-1,-108.93,295.17,60.73
2.66,-0.16,2,-246.77,10.94,257.83
2.32,-0.34,1,-268.57,235.37,170.74
2.77,-1.74,0,12.73,270.1,59.01
2.19,-1.9,1,85.15,267.95,73.91
0.12,-1.42,1,288.03,-148.12,-17.19
2.55,-2.43,0,150.22,103.62,6.88
0.73,-3.14,1,20.95,-128.48,-80.79
2.53,-0.81,-1,-28.03,288.92,41.25
1.49,-0.62,-1,223.22,212.09,-7.45
1.53,-1.37,1,185.56,269.79,66.46
0.07,-2.26,1,102.55,-217.46,-68.18
1.92,-2.69,-1,23.12,-95.77,-101.41
2.0,-2.38,0,187.35,21.77,-21.77
1.24,-1.49,-1,209.17,-32.58,-71.62
2.56,-2.31,1,58.32,226.95,71.62
2.63,-0.34,-1,-162.97,286.36,73.91
2.88,-1.23,0,-146.15,292.81,94.54
1.58,-1.86,-1,161.01,-30.47,-73.34
1.36,-2.02,1,252.46,90.77,19.48
3.05,-1.22,1,-286.52,177.4,162.15
0.95,-1.25,1,299.24,151.07,40.11
0.63,-0.53,2,168.76,201.78,120.32
1.31,-3.02,-1,-102.6,-57.52,-155.27
2.53,-1.73,1,-45.4,294.5,103.13
2.93,-3.11,1,89.49,99.08,46.98
0.46,-1.34,1,328.38,-26.92,6.88
2.33,-2.12,-1,129.16,29.05,-45.26
0.11,-3.05,0,-125.52,-37.79,-168.45
0.88,-2.42,-1,-20.34,-103.32,-145.53
2.24,-2.33,1,128.61,192.91,52.14
1.52,-2.36,1,221.71,53.74,9.17
1.52,-3.11,0,1.61,-130.12,-91.1
3.03,-2.66,1,17.94,188.88,78.5
0.83,-1.15,-1,243.4,-70.9,-75.63
0.61,-0.14,0,338.36,192.22,26.93
2.32,-2.98,0,116.86,-64.22,-37.82
3.11,-1.03,0,-256.68,231.12,119.18
1.03,-1.23,-1,241.44,-35.54,-68.75
0.06,-1.31,0,211.75,-238.94,-71.62
2.9,-1.47,-1,10.18,214.01,24.64
1.89,-0.14,0,-87.14,379.27,100.27
0.86,-2.97,1,75.87,-129.48,-63.6
0.37,-1.94,1,230.75,-153.14,-32.66
2.56,-0.82,0,-152.41,327.7,99.69
2.62,-1.75,-1,100.02,147.28,-7.45
3.12,-2.7,1,8.26,184.34,81.36
1.44,-2.98,-1,-86.22,-74.62,-145.53
0.4,-0.14,2,162.7,184.37,129.49
1.12,-2.49,-1,-10.62,-101.02,-135.79
1.39,-1.59,0,278.19,76.23,-11.46
1.5,-2.01,0,236.11,2.75,-29.22
0.58,-1.84,-1,65.83,-152.86,-129.49
2.05,-1.95,1,128.38,244.19,63.03
2.58,-0.26,0,-287.11,259.61,132.93
0.18,-2.49,0,-47.26,-168.87,-132.35
3.03,-1.46,-1,-19.64,214.63,32.66
0.79,-1.94,1,273.14,-45.74,-8.59
2.46,-2.5,1,103.5,183.2,55.0
2.05,-0.4,0,-80.51,374.54,94.54
0.54,-0.07,1,240.49,255.05,84.22
0.12,-2.65,1,27.93,-188.97,-87.66
2.21,-1.93,1,84.66,264.8,73.34
1.74,-0.61,1,-35.39,355.92,122.04
0.34,-0.72,0,364.01,-53.09,-21.77
1.92,-1.6,0,202.32,203.94,18.33
1.83,-0.58,0,48.66,372.39,71.62
1.79,-1.57,1,143.27,277.34,69.9
1.8,-2.52,1,193.14,76.81,16.04
0.86,-1.02,-1,265.07,-41.38,-66.46
2.07,-1.43,1,33.05,321.46,93.97
1.06,-2.77,0,27.48,-144.08,-97.98
2.99,-1.87,-1,57.19,152.21,6.88
0.35,-0.96,-1,223.58,-159.8,-92.25
2.73,-2.26,1,9.84,240.22,84.22
0.64,-2.33,-1,-28.16,-108.17,-154.13
1.09,-1.62,1,288.19,108.42,26.93
1.51,-0.78,1,84.16,344.81,99.12
3.04,-2.74,1,29.64,176.86,74.48
2.68,-2.58,0,142.31,83.86,5.73
3.12,-1.64,1,-220.75,212.14,142.09
1.21,-0.73,0,276.51,241.69,27.5
0.6,-2.65,0,-12.59,-157.31,-117.46
1.29,-2.27,0,180.85,-91.02,-56.15
1.94,-0.86,0,75.63,350.55,61.88
2.86,-1.07,0,-181.42,289.9,102.56
2.73,-1.56,0,-17.7,291.4,67.04
0.34,-1.58,0,207.01,-202.55,-71.05
0.92,-0.37,-1,306.64,114.83,-25.78
0.0,-1.66,-1,3.21,-189.7,-152.41
0.3,-0.38,-1,315.05,-86.63,-61.88
2.69,-1.87,1,-60.34,277.77,104.28
0.71,-0.78,1,305.99,179.86,53.29
3.04,-2.91,1,55.04,147.61,64.74
2.29,-0.16,1,-284.6,209.51,179.34
1.53,-2.38,0,176.9,-65.44,-48.7
1.57,-1.52,-1,205.56,30.75,-54.43
2.41,-2.6,0,158.59,37.74,-10.89
3.11,-2.8,1,27.39,169.37,75.06
0.34,-1.06,1,345.23,-6.44,16.04
2.01,-0.37,0,-73.26,377.04,93.97
2.5,-2.38,1,81.56,210.38,64.17
2.08,-0.45,0,-78.76,373.05,93.39
0.99,-0.78,0,325.62,162.88,12.03
1.09,-0.37,1,138.53,329.54,98.55
0.36,-0.35,1,320.8,157.18,57.87
2.35,-1.16,0,5.28,333.87,68.18
2.68,-0.26,1,-338.99,108.05,195.95
0.51,-0.13,0,354.91,159.9,21.77
0.81,-0.51,-1,313.26,48.83,-40.11
1.39,-1.49,-2,87.1,2.69,-120.32
1.94,-1.41,0,177.42,252.68,30.37
0.98,-2.33,-1,9.53,-111.37,-134.65
2.02,-1.87,-1,157.89,38.86,-48.7
1.19,-1.41,-1,219.86,-29.76,-69.9
2.89,-3.08,0,129.41,-16.74,-10.89
0.75,-2.56,-1,-58.6,-80.01,-161.0
1.46,-2.96,-1,-80.58,-78.27,-143.24
0.54,-2.8,1,68.59,-157.26,-72.19
2.75,-0.87,-1,-76.89,273.65,50.42
2.27,-0.55,1,-221.61,281.25,155.84
1.63,-1.39,0,244.86,191.57,13.75
2.25,-0.9,-2,50.3,149.32,-37.24
1.46,-2.85,2,144.3,75.79,34.95
3.07,-0.08,0,-386.69,48.56,171.31
2.2,-2.13,1,115.59,228.23,61.31
2.3,-1.82,0,144.0,217.0,27.5
3.07,-0.75,0,-306.74,199.68,132.93
2.41,-1.8,-1,130.06,111.9,-22.35
1.45,-1.44,0,275.65,131.65,0.57
1.11,-1.9,1,276.45,51.19,12.03
0.47,-0.84,1,342.15,88.45,36.1
2.71,-1.25,0,-89.33,312.79,83.65
0.14,-1.16,1,326.74,-95.23,-1.15
0.11,-2.39,1,81.83,-208.93,-73.34
0.67,-2.23,1,213.44,-118.32,-32.09
1.57,-2.39,-1,56.73,-91.03,-104.28
0.93,-2.79,1,125.46,-118.91,-49.27
2.58,-0.22,-1,-175.11,287.93,77.92
2.15,-2.48,0,174.81,24.55,-18.91
1.36,-0.4,0,176.32,340.11,55.0
1.26,-0.62,1,135.04,331.1,93.97
1.72,-0.01,1,-155.44,311.68,155.27
0.59,-2.75,0,-36.46,-143.83,-123.76
0.66,-1.64,0,247.52,-136.22,-56.15
1.93,-0.64,0,26.35,371.52,73.91
2.74,-2.73,1,79.48,162.2,57.87
2.56,-1.61,1,-81.13,297.92,111.73
1.31,-3.01,-1,-100.76,-58.87,-154.7
1.86,-0.84,1,-25.49,352.48,115.74
2.7,-2.92,0,136.2,-1.18,-12.61
0.88,-1.85,-1,105.79,-126.82,-112.87
0.04,-0.29,-1,296.85,-150.33,-71.62
2.54,-0.12,-1,-185.25,287.97,81.36
1.41,-2.08,-1,109.84,-81.77,-95.68
1.27,-2.31,-1,45.54,-103.9,-116.88
0.06,-1.26,0,223.98,-234.53,-68.75
0.03,-0.64,-1,231.4,-200.47,-92.25
1.4,-2.46,-1,24.56,-100.05,-118.03
2.64,-0.67,1,-292.61,204.48,170.17
1.21,-1.61,0,285.37,20.38,-22.92
1.88,-3.04,0,64.27,-114.53,-66.46
2.06,-1.24,0,116.29,304.85,46.98
0.44,-2.75,1,63.56,-166.3,-75.06
0.45,-1.47,0,253.13,-165.0,-58.44
0.55,-2.66,-1,-85.86,-47.71,-178.19
0.64,-0.72,0,363.44,56.86,-4.58
3.09,-2.8,1,30.77,168.79,73.91
1.98,-2.2,0,202.01,62.53,-12.61
0.16,-0.42,-1,293.73,-136.48,-72.19
2.49,-2.9,0,135.09,-24.8,-23.49
0.04,-0.7,0,335.29,-154.21,-37.82
2.83,-1.57,1,-166.65,263.95,129.49
2.23,-1.03,-1,94.89,249.75,11.46
1.68,-0.08,1,-129.36,326.19,148.97
1.98,-2.68,1,171.9,73.94,17.19
2.33,-3.04,-1,-8.94,-119.18,-97.98
2.26,-2.95,1,141.4,57.24,17.76
2.7,-1.53,0,-16.09,294.95,67.04
0.89,-1.65,-1,151.6,-116.22,-100.84
1.95,-0.83,1,-59.35,348.66,121.47
0.19,-1.54,1,278.25,-146.87,-20.05
1.53,-2.29,0,193.76,-49.23,-43.54
1.83,-2.15,1,191.16,166.51,38.96
1.06,-2.81,1,135.5,-103.12,-42.97
1.18,-1.27,-2,114.49,-4.35,-119.75
1.95,-0.34,-1,53.34,325.14,34.95
1.41,-2.83,1,159.04,-53.21,-24.06
0.29,-0.95,0,329.97,-122.24,-37.82
0.97,-0.28,-1,297.55,150.33,-17.76
1.12,-0.98,-1,270.18,36.63,-49.27
1.39,-1.23,-1,238.49,51.79,-48.13
2.36,-0.45,0,-178.78,336.76,109.43
1.59,-2.8,1,170.54,-18.75,-12.03
0.15,-2.56,0,-64.93,-154.27,-138.08
1.09,-2.59,1,183.4,-76.74,-28.65
2.35,-2.47,1,120.54,177.13,50.42
3.02,-2.84,1,48.38,159.24,67.61
1.28,-2.09,1,254.57,54.94,10.89
1.78,-1.1,1,59.92,338.13,96.26
1.89,-0.5,-1,102.82,300.74,22.35
0.51,-1.96,-2,5.26,-26.13,-197.67
1.13,-0.47,-1,280.72,153.93,-19.48
0.43,-0.23,-1,336.15,-13.24,-45.84
0.68,-0.41,0,351.66,151.09,15.47
1.75,-0.55,2,-105.84,241.49,183.35
0.41,-2.58,0,-27.41,-162.88,-124.33
2.44,-3.14,-1,-16.62,-128.76,-97.4
2.97,-1.44,-1,-10.62,217.81,30.37
2.03,-2.13,0,201.08,90.58,-5.73
2.61,-1.88,0,81.69,239.28,41.83
0.7,-1.8,1,287.75,-45.09,-5.73
2.82,-3.01,-1,52.64,-104.15,-68.18
0.27,-0.31,-1,320.99,-82.64,-59.59
1.06,-2.76,0,30.05,-144.43,-97.4
1.42,-0.96,-1,247.52,119.4,-30.94
0.12,-0.54,1,356.51,33.8,33.23
0.59,-1.12,1,336.09,65.48,26.93
1.98,-2.44,0,181.25,3.84,-26.36
0.3,-1.89,0,119.2,-221.53,-91.1
1.76,-3.0,1,144.05,-26.17,-13.75
0.29,-1.18,0,288.22,-164.86,-50.99
0.8,-0.93,1,303.3,175.77,49.85
0.12,-1.0,-1,172.34,-208.47,-107.72
0.71,-3.12,1,22.67,-130.43,-80.79
0.19,-2.31,1,116.44,-203.34,-64.17
0.34,-1.14,2,260.24,71.26,68.75
1.03,-0.93,-1,277.09,22.59,-51.57
2.02,-0.41,-1,45.01,321.48,34.95
0.85,-0.33,-1,313.92,102.23,-27.5
3.03,-1.36,1,-257.88,202.9,152.98
2.77,-1.32,-1,11.6,232.8,25.78
0.17,-2.31,0,-12.0,-197.01,-122.61
2.84,-2.65,1,51.84,183.85,68.18
1.43,-2.07,1,244.18,96.87,20.63
0.73,-2.09,0,151.27,-167.55,-77.92
1.12,-1.51,-1,200.25,-60.29,-79.64
2.75,-1.47,0,-45.61,298.7,73.34
0.44,-2.89,-1,-106.38,11.92,-197.67
1.99,-0.7,-2,81.7,158.91,-40.68
0.57,-2.97,0,-82.28,-105.47,-137.51
1.95,-0.39,-1,63.42,319.81,32.09
0.42,-1.14,-1,197.11,-161.27,-98.55
0.93,-2.82,-1,-88.98,-51.59,-165.58
2.21,-2.88,1,147.33,65.73,18.91
1.41,-1.1,1,178.14,293.58,75.06
2.92,-1.1,-2,-30.98,131.28,-10.31
0.3,-3.12,-1,-100.36,78.91,-218.87
1.87,-2.69,-1,18.31,-96.81,-104.28
1.18,-1.29,1,260.56,206.95,50.99
2.29,-2.09,-1,132.34,30.37,-45.84
1.03,-0.93,-1,277.09,22.59,-51.57
0.78,-0.72,-1,298.86,-5.76,-53.86
0.61,-1.66,-2,41.78,-50.18,-174.75
0.97,-1.87,-1,112.27,-117.62,-108.86
0.81,-1.43,0,301.24,-56.91,-35.52
0.08,-2.93,1,-30.75,-151.95,-106.0
2.11,-1.09,1,-55.16,339.43,115.74
0.85,-2.03,-2,5.41,-17.54,-182.2
3.01,-0.63,0,-317.05,196.48,136.36
1.16,-0.05,-2,191.54,134.61,-50.99
3.12,-0.7,1,-352.56,52.96,195.95
0.05,-2.16,1,120.89,-221.5,-63.6
1.11,-1.65,1,285.79,107.32,26.36
1.52,-1.28,-1,227.1,71.17,-43.54
0.09,-0.5,-1,269.51,-168.46,-80.79
0.85,-1.55,1,309.42,52.34,17.19
0.26,-2.81,1,20.43,-169.05,-88.81
2.53,-2.43,0,152.27,100.6,5.73
0.57,-3.09,-1,-117.04,42.48,-201.68
2.24,-2.07,0,175.61,145.95,9.74
1.54,-0.22,0,68.53,381.8,75.63
0.33,-2.78,1,38.52,-169.84,-83.08
3.06,-2.77,0,119.58,84.94,16.62
2.18,-1.82,0,168.95,198.2,20.63
0.5,-1.13,-1,211.44,-144.04,-93.39
1.02,-0.6,-1,295.48,92.54,-33.23
0.05,-2.94,1,-36.87,-149.3,-108.29
1.42,-1.42,0,279.53,128.52,0.0
0.77,-2.99,1,59.41,-135.14,-69.9
0.2,-1.52,0,191.93,-226.04,-75.63
0.75,-1.54,-1,158.35,-130.62,-102.56
2.55,-0.39,0,-252.39,288.66,123.76
0.35,-0.68,0,368.09,-39.67,-18.91
0.52,-2.79,0,-54.52,-134.4,-130.06
1.18,-0.35,0,224.99,312.06,47.56
0.86,-0.69,0,341.07,142.51,9.74
2.87,-0.51,1,-344.42,98.28,192.51
0.4,-0.84,-1,254.31,-133.64,-82.51
0.37,-0.6,1,341.11,107.87,44.12
2.98,-0.99,1,-309.73,159.29,171.31
1.52,-1.18,-1,231.86,93.48,-37.82
0.53,-2.72,-1,-93.13,-33.85,-182.77
0.38,-2.82,1,38.39,-164.58,-82.51
2.3,-0.38,1,-257.92,247.67,167.3
2.42,-0.84,-1,9.95,287.11,33.23
0.2,-1.94,0,83.63,-230.46,-99.69
2.17,-1.42,-1,147.76,163.8,-14.32
2.0,-3.09,-1,-58.48,-109.92,-119.75
2.44,-2.1,1,53.0,253.81,76.78
2.92,-2.06,1,-79.08,251.69,106.57
0.82,-0.8,-1,291.08,-10.32,-56.15
1.51,-0.31,0,102.11,372.09,68.75
0.92,-2.95,0,-36.48,-129.64,-116.31
2.06,-1.08,-1,141.3,220.12,-1.15
0.7,-1.02,1,323.91,124.6,38.96
0.46,-1.9,-1,34.15,-155.08,-139.8
0.24,-0.17,-1,333.67,-64.22,-53.29
0.21,-1.24,0,261.0,-195.8,-59.01
0.66,-2.58,0,13.74,-164.6,-110.01
0.35,-1.02,-1,211.14,-165.51,-95.68
2.83,-2.05,0,61.1,222.71,44.69
2.14,-0.94,-1,104.45,256.5,11.46
2.17,-0.14,-1,-64.01,335.33,59.01
0.68,-2.46,-1,-47.51,-91.41,-159.28
2.5,-0.49,-1,-90.29,305.55,57.87
2.14,-2.03,-1,140.97,22.75,-50.99
0.43,-0.25,-1,334.75,-17.58,-46.98
0.76,-2.72,-1,-82.96,-54.2,-169.6
1.22,-0.7,1,164.09,316.51,87.09
1.04,-0.67,-1,292.05,82.53,-36.1
2.7,-1.19,1,-214.55,262.08,143.81
1.14,-0.33,-2,192.24,91.59,-68.18
0.45,-1.35,-1,155.84,-168.31,-108.86
1.45,-2.45,-1,31.81,-98.55,-114.59
1.13,-0.43,1,138.15,330.24,97.4
1.71,-0.38,0,43.97,381.24,76.2
1.47,-1.4,1,205.18,252.47,61.31
1.27,-3.09,0,-25.61,-127.81,-104.28
3.01,-0.52,0,-335.61,174.74,142.67
0.04,-2.95,0,-123.16,-54.48,-166.73
0.59,-3.13,-1,-118.97,49.19,-202.83
1.25,-2.66,-1,-34.93,-91.8,-138.08
1.81,-2.08,1,191.36,178.32,41.83
1.16,-2.27,-1,42.97,-108.81,-120.89
0.64,-1.84,0,198.49,-164.69,-68.75
1.44,-1.54,-1,205.27,0.05,-63.03
0.63,-1.26,1,331.29,47.01,21.2
0.79,-0.28,1,212.86,285.57,86.52
3.12,-0.65,0,-333.51,164.59,141.52
1.29,-1.87,-1,143.57,-76.33,-90.53
2.44,-0.04,0,-291.02,259.53,137.51
1.88,-1.95,-1,152.54,0.71,-61.31
2.61,-1.03,1,-223.29,265.12,147.82
2.1,-1.09,-1,133.51,223.61,0.57
2.24,-0.28,1,-257.84,245.72,169.6
0.63,-2.71,0,-21.7,-150.43,-119.18
0.59,-1.72,0,218.95,-162.82,-64.74
1.84,-1.08,-2,101.88,91.93,-71.05
3.06,-0.17,0,-381.38,75.32,165.58
1.65,-0.34,0,56.76,380.8,75.06
1.98,-0.17,0,-113.33,371.86,103.71
2.19,-2.34,-1,106.19,-32.22,-65.89
0.61,-2.62,1,120.42,-153.28,-57.87
2.26,-0.95,0,-15.63,351.54,75.06
2.27,-0.07,1,-289.95,197.01,183.35
0.48,-0.5,1,317.7,165.4,56.15
2.6,-2.82,-2,-63.12,-64.91,-127.2
2.8,-2.3,-1,105.68,43.55,-28.65
1.22,-0.97,1,211.62,277.61,71.62
0.01,-0.46,0,364.11,-111.79,-25.78
2.27,-1.49,0,101.17,282.35,44.69
2.41,-1.51,0,64.88,290.51,51.57
0.1,-2.36,-1,-82.41,-71.99,-186.78
2.58,-1.28,-1,48.94,232.91,17.19
1.72,-1.87,0,237.76,89.7,-8.59
2.79,-2.41,1,23.33,220.63,79.07
2.62,-1.64,0,32.11,280.7,56.15
2.56,-0.64,0,-197.59,315.72,110.01
0.39,-2.99,0,-102.55,-84.61,-148.97
1.48,-2.45,1,215.22,26.13,1.72
0.95,-2.76,0,14.02,-146.85,-103.71
2.29,-1.98,1,71.68,263.06,75.06
1.66,-1.7,0,248.21,119.09,-2.29
1.59,-0.34,-1,164.45,285.51,14.32
1.65,-0.65,0,130.19,348.37,57.3
1.05,-2.27,1,236.22,-37.69,-12.61
2.78,-2.12,-2,10.84,-0.86,-76.78
2.87,-2.27,-1,101.8,57.65,-22.92
0.77,-2.62,1,143.3,-132.13,-48.7
3.06,-2.51,1,-16.04,208.52,88.81
3.14,-0.88,-1,-172.91,224.31,72.19
2.94,-2.94,0,132.63,26.03,0.0
1.56,-2.01,1,229.29,141.4,31.51
2.24,-0.98,1,-123.56,326.06,129.49
0.41,-1.55,1,302.24,-84.44,-8.02
1.25,-0.72,-1,269.06,130.21,-26.93
0.06,-1.76,-1,-4.51,-176.68,-154.7
0.8,-1.88,1,281.43,-31.79,-4.58
1.55,-1.56,-1,201.84,18.58,-57.87
1.97,-1.66,1,106.79,285.04,75.06
1.39,-0.97,1,161.61,309.41,81.36
1.35,-1.77,1,255.91,145.08,33.23
1.37,-2.42,0,155.3,-98.14,-60.16
1.68,-1.92,0,238.38,67.42,-13.75
1.07,-2.69,1,161.83,-91.34,-35.52
3.09,-2.11,-1,72.56,112.07,-1.15
0.74,-1.0,-1,261.39,-69.53,-72.19
2.33,-1.75,2,-90.78,234.77,147.82
0.7,-1.16,-1,230.29,-103.17,-83.65
2.98,-0.68,1,-343.29,97.35,189.08
2.32,-2.16,0,168.14,136.61,9.17
0.04,-1.62,-2,10.99,-69.61,-205.12
0.84,-1.66,-1,143.4,-124.23,-104.28
2.26,-1.53,1,-6.41,315.38,99.12
0.0,-1.88,-1,-35.14,-157.46,-165.01
2.73,-1.71,2,-180.15,178.55,173.03
1.37,-1.98,1,252.72,102.34,22.35
0.99,-0.02,-1,274.76,212.02,-1.72
0.81,-1.12,1,313.7,137.25,39.53
3.11,-2.53,0,87.55,146.59,33.23
1.69,-1.9,0,238.83,74.88,-12.03
0.4,-2.81,1,43.82,-164.55,-80.79
2.16,-1.71,-1,155.65,96.68,-31.51
2.47,-1.62,1,-51.8,303.52,106.0
2.2,-1.94,1,88.88,262.3,72.19
2.69,-1.34,0,-60.03,310.42,77.35
2.77,-2.41,-1,104.81,15.36,-36.67
2.85,-2.16,-1,99.55,80.46,-17.76
2.64,-1.31,-1,40.0,230.88,18.91
0.42,-0.69,0,369.28,-16.34,-15.47
0.17,-2.97,0,-116.85,-65.1,-160.43
0.97,-2.19,-2,-11.44,-4.67,-184.49
1.85,-1.08,1,31.78,342.89,101.41
1.73,-0.96,0,166.05,309.35,44.12
0.94,-1.23,1,299.83,152.55,40.68
0.85,-2.62,0,34.35,-157.19,-101.41
0.95,-1.21,0,326.88,38.9,-14.9
2.96,-0.06,0,-380.31,85.68,166.16
2.01,-2.09,0,203.89,96.88,-4.58
1.33,-1.9,1,258.61,110.29,24.64
2.49,-0.19,-1,-155.21,301.04,74.48
0.53,-2.07,1,227.67,-131.06,-30.94
1.72,-2.21,1,208.84,130.84,29.22
1.36,-2.07,0,224.38,-42.35,-40.68
0.03,-2.17,1,114.16,-223.73,-65.32
2.24,-0.73,-1,40.71,295.18,29.22
1.42,-2.64,-1,-14.39,-97.11,-127.2
2.88,-1.99,1,-84.55,258.07,108.29
3.13,-2.83,1,28.98,165.19,74.48
1.59,-0.31,-1,159.71,290.44,16.04
2.33,-0.4,0,-180.88,337.71,110.58
2.93,-1.56,0,-75.24,282.08,78.5
1.01,-1.38,-1,216.27,-64.31,-78.5
2.53,-2.55,1,95.95,180.01,56.15
1.27,-0.2,1,38.7,352.33,118.6
2.83,-1.11,0,-162.39,296.97,98.55
0.01,-0.91,-1,168.78,-223.55,-108.86
2.25,-1.17,-1,109.19,226.19,4.58
1.82,-0.45,-1,115.07,300.38,21.2
0.66,-0.83,0,358.95,35.72,-9.74
1.84,-2.15,1,189.49,168.41,39.53
2.38,-1.41,-1,109.34,193.05,-1.72
1.11,-1.37,-1,223.19,-40.75,-72.19
0.56,-1.18,-1,209.55,-136.32,-92.82
2.53,-0.42,0,-239.93,297.75,120.89
1.68,-2.98,1,144.8,-34.45,-17.19
1.32,-1.7,1,258.79,153.25,35.52
0.82,-0.62,0,343.51,146.7,11.46
0.81,-2.2,1,233.25,-83.15,-22.35
2.52,-2.92,0,133.79,-25.55,-22.92
2.3,-1.84,-1,141.37,87.82,-30.94
1.87,-2.93,-1,-35.86,-103.93,-118.03
2.74,-1.57,-1,59.19,192.51,9.74
0.23,-0.47,0,379.12,-32.17,-13.75
0.72,-2.58,-1,-64.22,-75.01,-163.87
1.77,-0.1,1,-154.41,315.85,152.98
2.61,-2.87,-1,53.33,-91.29,-72.19
2.28,-1.6,0,117.51,262.14,38.96
1.32,-2.22,-1,71.04,-98.92,-108.86
2.02,-3.05,1,140.42,1.75,-1.72
2.13,-1.01,1,-80.19,338.09,121.47
2.28,-3.01,1,137.5,46.64,15.47
1.49,-1.39,-1,220.65,40.72,-51.57
1.18,-2.61,1,185.93,-62.71,-24.64
1.01,-1.94,-1,101.16,-115.83,-110.58
0.16,-0.7,-1,243.84,-176.06,-88.24
1.1,-0.22,0,224.63,316.25,50.42
2.56,-1.44,-1,77.08,203.99,6.88
0.69,-0.54,-1,314.6,4.51,-48.7
2.51,-1.2,1,-158.98,298.43,132.35
2.25,-2.1,0,175.42,140.0,8.59
0.81,-2.08,1,253.44,-64.68,-15.47
2.31,-2.29,-1,114.81,-9.29,-56.15
0.07,-2.56,0,-77.05,-148.59,-142.67
1.27,-0.94,0,284.49,208.41,18.91
1.17,-0.32,-1,265.06,197.94,-8.59
0.99,-1.06,0,330.69,90.5,-4.01
2.47,-2.72,0,150.15,16.57,-14.32
2.29,-0.42,-1,-40.13,321.39,49.85
1.6,-3.14,-1,-106.97,-73.57,-145.53
2.31,-2.48,-1,91.26,-45.62,-67.04
1.91,-1.08,1,11.16,344.18,104.85
1.79,-0.3,0,-7.28,386.04,85.37
1.14,-2.63,1,179.48,-72.63,-28.07
0.17,-2.65,-1,-97.07,-14.72,-199.39
0.36,-1.19,-1,176.08,-175.79,-104.85
0.47,-0.09,1,261.28,234.74,79.07
2.75,-1.63,-1,65.54,182.19,6.88
1.32,-2.4,1,223.12,0.89,-4.58
2.5,-1.27,1,-140.32,303.09,127.77
0.29,-0.21,-1,332.91,-55.87,-52.71
0.05,-0.31,-1,295.22,-150.69,-72.19
0.75,-1.71,0,244.23,-124.38,-55.0
1.48,-2.38,0,173.41,-74.2,-51.57
2.18,-0.85,-1,79.6,274.99,18.91
2.33,-2.31,-1,112.9,-11.06,-56.15
0.53,-2.71,1,87.3,-161.09,-67.61
1.44,-2.09,-1,110.16,-79.38,-94.54
0.71,-0.66,1,293.11,204.0,60.16
2.76,-0.77,-2,-43.57,165.86,-0.57
2.64,-2.51,1,70.38,196.93,64.74
0.13,-0.11,-1,331.29,-88.51,-56.15
1.38,-2.74,0,79.06,-126.6,-77.92
1.06,-1.73,1,288.44,74.8,18.91
1.53,-0.79,-1,226.93,184.13,-14.9
2.23,-0.97,1,-122.54,326.86,129.49
0.51,-0.07,1,248.03,247.72,82.51
2.06,-1.94,-1,150.8,30.12,-50.42
0.74,-1.27,1,324.07,80.81,26.93
0.05,-2.6,0,-85.98,-138.5,-146.1
2.53,-3.03,-1,16.85,-117.36,-85.94
1.58,-1.35,-1,218.71,69.13,-44.12
0.79,-0.43,-1,317.44,60.51,-36.67
2.69,-2.96,0,133.61,-12.62,-15.47
2.94,-0.67,0,-294.71,225.02,130.06
2.7,-1.32,-1,27.85,231.42,21.77
0.1,-2.84,0,-109.96,-88.65,-156.99
2.27,-1.04,-1,86.36,251.66,13.18
1.58,-0.1,1,-91.98,339.33,142.09
2.96,-0.86,2,-268.22,29.32,234.91
2.02,-2.44,0,180.95,11.09,-24.06
0.24,-0.67,1,353.89,46.86,32.66
